Gene,Late RPCs_spec,Photoreceptor Precursor_spec,RGC_spec,Early RPCs_spec,Amacrine_spec,Muller Glia_spec,Horizontal_spec,Bipolar_spec,Photoreceptor_spec
dnah12,0.997496871,0.997868129,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871
atp6ap1lb,0.680284192,0.680284192,0.680284192,0.680284192,0.680284192,0.680284192,0.680284192,0.680284192,0.902377972
slmapb,0.470852018,0.470852018,0.470852018,0.470852018,0.470852018,0.828416149,0.470852018,0.470852018,0.470852018
flnb,0.994313874,0.994313874,0.994313874,0.994313874,0.996118012,0.994313874,0.994313874,0.994313874,0.994313874
abhd6b,0.884259259,0.884259259,0.884259259,0.884259259,0.884259259,0.884259259,0.997496871,0.884259259,0.884259259
CR376797.1,1,1,1,1,1,1,1,1,1
kctd6b,0.852444038,0.852444038,0.852444038,0.891304348,0.852444038,0.852444038,0.852444038,0.852444038,0.852444038
smim4,0.455002284,0.455002284,0.455002284,0.811722913,0.455002284,0.455002284,0.455002284,0.455002284,0.455002284
ognb,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.999086341,0.997757848,0.997757848,0.997757848
si:dkey-93l1.6,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.99954317,0.999486125
dnase1l1,0.967869651,0.967869651,0.967869651,0.994671403,0.967869651,0.967869651,0.967869651,0.967869651,0.967869651
rpl10,0.000609106,0.000609106,0.000609106,0.003374233,0.000609106,0.000609106,0.000609106,0.000609106,0.000609106
flna,0.900411147,0.900411147,0.900411147,0.910313901,0.900411147,0.900411147,0.900411147,0.900411147,0.900411147
emd,0.934064261,0.934064261,0.934064261,0.957298137,0.934064261,0.934064261,0.934064261,0.934064261,0.934064261
haus7,0.75041876,0.75041876,0.75041876,0.914723926,0.75041876,0.75041876,0.75041876,0.75041876,0.75041876
atp2b3b,0.683229814,0.683229814,0.874526156,0.683229814,0.683229814,0.683229814,0.683229814,0.683229814,0.683229814
ccnq,0.897974722,0.897974722,0.897974722,0.946523517,0.897974722,0.897974722,0.897974722,0.897974722,0.897974722
cfap126,0.999390894,0.999390894,0.999390894,0.999795501,0.999390894,0.999390894,0.999390894,0.999390894,0.999390894
b4galt3,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.997670807,0.99537037,0.99537037
bgnb,0.995515695,0.995515695,0.995515695,0.995515695,0.995515695,0.995603272,0.995515695,0.995515695,0.995515695
si:dkey-32e6.6,1,0.999386503,0.999386503,0.999386503,0.999386503,0.999386503,0.999386503,0.999386503,0.999386503
tnnc1b,0.997670807,0.997670807,0.997685185,0.997670807,0.997670807,0.997670807,0.997670807,0.997670807,0.997670807
tktb,0.334551546,0.334551546,0.334551546,0.735346359,0.334551546,0.334551546,0.334551546,0.334551546,0.334551546
lrrc23,0.988426983,0.988426983,0.988426983,0.997757848,0.988426983,0.988426983,0.988426983,0.988426983,0.988426983
si:dkey-32e6.3,0.998447205,0.998447205,0.999847723,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205
usp19,0.924689441,0.924689441,0.924906133,0.924689441,0.924689441,0.924689441,0.924689441,0.924689441,0.924689441
lamb2,0.993273543,0.993273543,0.993273543,0.993273543,0.993273543,1,0.993273543,0.993273543,0.993273543
lamb2l,0.804932735,0.804932735,0.804932735,0.804932735,0.804932735,0.934368814,0.804932735,0.804932735,0.804932735
si:rp71-17i16.6,0.998629511,0.997546012,0.997546012,0.997546012,0.997546012,0.997546012,0.997546012,0.997546012,0.997546012
si:rp71-17i16.5,1,1,1,1,1,1,1,1,1
CR749762.1,1,1,1,1,1,1,1,1,1
TNNC2,0.999620925,0.999620925,0.999620925,0.999620925,0.999847723,0.999620925,0.999620925,0.999620925,0.999620925
taf13,0.32998325,0.32998325,0.32998325,0.52791411,0.32998325,0.32998325,0.32998325,0.32998325,0.32998325
slc35c2,0.8883813,0.8883813,0.8883813,0.967484663,0.8883813,0.8883813,0.8883813,0.8883813,0.8883813
dpm1,0.730622811,0.730622811,0.730622811,0.816020025,0.730622811,0.730622811,0.730622811,0.730622811,0.730622811
adnpb,0.912037037,0.912037037,0.912037037,0.912037037,0.912037037,0.912037037,0.917701863,0.912037037,0.912037037
camkvl,0.935765673,0.935765673,0.935765673,0.935765673,0.935765673,0.935765673,0.935765673,0.94212963,0.935765673
uba1,0.418151363,0.418151363,0.418151363,0.649068323,0.418151363,0.418151363,0.418151363,0.418151363,0.418151363
arhgef3l,0.993273543,0.993273543,0.993273543,0.993273543,0.993273543,0.993908939,0.993273543,0.993273543,0.993273543
usp21,0.598579041,0.598579041,0.598579041,0.598579041,0.598579041,0.598579041,0.598579041,0.598579041,0.99103139
ccdc30,0.951188986,0.969544693,0.951188986,0.951188986,0.951188986,0.951188986,0.951188986,0.951188986,0.951188986
znf362b,0.965838509,0.965838509,0.974601971,0.965838509,0.965838509,0.965838509,0.965838509,0.965838509,0.965838509
si:ch211-112c15.8,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
ttc34,1,1,1,1,1,1,1,1,1
zgc:154075,0.98136646,0.98136646,0.983796296,0.98136646,0.98136646,0.98136646,0.98136646,0.98136646,0.98136646
pax7b,0.993908939,0.993908939,0.993908939,0.99689441,0.993908939,0.993908939,0.993908939,0.993908939,0.993908939
kcnab2b,0.976708075,0.976708075,0.985595148,0.976708075,0.976708075,0.976708075,0.976708075,0.976708075,0.976708075
megf6a,0.999695447,0.999695447,0.999695447,0.999897751,0.999695447,0.999695447,0.999695447,0.999695447,0.999695447
si:dkey-201k7.1,1,1,1,1,1,1,1,1,1
emc1,0.83173443,0.83173443,0.83173443,0.8330373,0.83173443,0.83173443,0.83173443,0.83173443,0.83173443
ubr4,0.972590224,0.972590224,0.972590224,0.97826087,0.972590224,0.972590224,0.972590224,0.972590224,0.972590224
iffo2a,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.998934064,0.997757848,0.997757848,0.997757848
tas1r1,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.999223602,0.997757848,0.997757848,0.997757848
her12,0.545911375,0.545911375,0.545911375,0.593047035,0.545911375,0.545911375,0.545911375,0.545911375,0.545911375
her4.1,0.598654709,0.569631902,0.569631902,0.569631902,0.569631902,0.569631902,0.569631902,0.569631902,0.569631902
her4.2,0.656950673,0.64192229,0.64192229,0.64192229,0.64192229,0.64192229,0.64192229,0.64192229,0.64192229
her4.3,0.950672646,0.941104294,0.941104294,0.941104294,0.941104294,0.941104294,0.941104294,0.941104294,0.941104294
her4.4,0.836302726,0.836302726,0.836302726,0.910838446,0.836302726,0.836302726,0.836302726,0.836302726,0.836302726
si:ch73-21g5.7,0.890665448,0.744171779,0.744171779,0.744171779,0.744171779,0.744171779,0.744171779,0.744171779,0.744171779
si:dkey-1c11.1,0.994365768,0.990286299,0.990286299,0.990286299,0.990286299,0.990286299,0.990286299,0.990286299,0.990286299
icmt,0.456483126,0.456483126,0.456483126,0.456483126,0.456483126,0.456483126,0.456483126,0.456483126,0.710888611
rnf207b,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.998223801,0.997757848,0.997757848,0.997757848
rcc2,0.244099284,0.244099284,0.244099284,0.485378323,0.244099284,0.244099284,0.244099284,0.244099284,0.244099284
arhgef10lb,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.989987484
igsf21b,0.810894142,0.810894142,0.810894142,0.810894142,0.810894142,0.810894142,0.810894142,0.835648148,0.810894142
dhrs3a,0.984304933,0.984304933,0.984304933,0.984304933,0.984304933,0.990740741,0.984304933,0.984304933,0.984304933
vps13d,0.991119005,0.991119005,0.991119005,0.991119005,0.991119005,0.991119005,0.991119005,0.991119005,0.993604386
lrrc38a,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999620925,0.999486125
ephb2a,0.954265159,0.954265159,0.954265159,0.954265159,0.954265159,0.954265159,0.954265159,0.965838509,0.954265159
si:dkey-68l7.2,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.999284254
lactbl1a,0.609236234,0.609236234,0.609236234,0.609236234,0.609236234,0.609236234,0.609236234,0.609236234,0.923654568
eif4g3b,0.933302878,0.933302878,0.933302878,0.964417178,0.933302878,0.933302878,0.933302878,0.933302878,0.933302878
phc2a,0.710674585,0.703680982,0.703680982,0.703680982,0.703680982,0.703680982,0.703680982,0.703680982,0.703680982
slc2a1a,0.970852018,0.970852018,0.970852018,0.970852018,0.970852018,0.999223602,0.970852018,0.970852018,0.970852018
CR354612.1,0.999620925,0.999620925,0.999620925,0.999620925,1,0.999620925,0.999620925,0.999620925,0.999620925
spsb1,0.921882138,0.921882138,0.921882138,0.952639752,0.921882138,0.921882138,0.921882138,0.921882138,0.921882138
CR388207.2,1,1,1,1,1,1,1,1,1
si:ch211-28e16.5,0.999847723,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501,0.999795501
gpr157,0.986547085,0.986547085,0.986547085,0.986547085,0.986547085,0.994365768,0.986547085,0.986547085,0.986547085
slc2a5,0.999847723,0.999847723,0.999847723,0.999897751,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
ca6,0.93287037,0.93287037,0.93287037,0.93287037,0.93287037,0.93287037,0.979820628,0.93287037,0.93287037
eno1a,0.106481481,0.106481481,0.106481481,0.106481481,0.106481481,0.106481481,0.224215247,0.106481481,0.106481481
rerea,0.89984472,0.89984472,0.927217589,0.89984472,0.89984472,0.89984472,0.89984472,0.89984472,0.89984472
samd11,0.875,0.875,0.875,0.875,0.875,0.875,0.931163955,0.875,0.875
noc2l,0.642150145,0.642150145,0.642150145,0.894580777,0.642150145,0.642150145,0.642150145,0.642150145,0.642150145
klhl17,0.913819876,0.913819876,0.960648148,0.913819876,0.913819876,0.913819876,0.913819876,0.913819876,0.913819876
plekhn1,0.999390894,0.999390894,0.999390894,0.999620925,0.999390894,0.999390894,0.999390894,0.999390894,0.999390894
si:dkey-98j1.5,1,1,1,1,1,1,1,1,1
her9,0.411451195,0.411451195,0.411451195,0.524130879,0.411451195,0.411451195,0.411451195,0.411451195,0.411451195
agrn,0.788819876,0.788819876,0.83873915,0.788819876,0.788819876,0.788819876,0.788819876,0.788819876,0.788819876
ptpn11b,0.872685185,0.872685185,0.872685185,0.872685185,0.872685185,0.872685185,0.914893617,0.872685185,0.872685185
CR925720.1,1,1,1,1,1,1,1,1,1
ttll10,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.997715852,0.99537037,0.99537037
si:dkey-21o19.2,0.964956195,0.994692949,0.964956195,0.964956195,0.964956195,0.964956195,0.964956195,0.964956195,0.964956195
arhgef19,0.999223602,0.999223602,0.999620925,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
ano11,0.996118012,0.996118012,0.998748436,0.996118012,0.996118012,0.996118012,0.996118012,0.996118012,0.996118012
plekhm2,0.983796296,0.983796296,0.983796296,0.983796296,0.983796296,0.983796296,0.986024845,0.983796296,0.983796296
ddost,0.491853205,0.491853205,0.491853205,0.682310838,0.491853205,0.491853205,0.491853205,0.491853205,0.491853205
zbtb17,0.938673342,0.94198264,0.938673342,0.938673342,0.938673342,0.938673342,0.938673342,0.938673342,0.938673342
hspb7,0.998447205,0.998447205,0.999620925,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205
clcnk,0.999390894,0.999390894,0.999390894,1,0.999390894,0.999390894,0.999390894,0.999390894,0.999390894
fam131c,0.998447205,0.998447205,0.99924185,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205
epha2b,0.995515695,0.995515695,0.995515695,0.995515695,0.995515695,0.997715852,0.995515695,0.995515695,0.995515695
spen,0.637046308,0.680900621,0.637046308,0.637046308,0.637046308,0.637046308,0.637046308,0.637046308,0.637046308
tmem82,0.992490613,0.993273543,0.992490613,0.992490613,0.992490613,0.992490613,0.992490613,0.992490613,0.992490613
sult1st5,0.998447205,0.998447205,0.9984837,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205
szrd1,0.531445104,0.531445104,0.531445104,0.824744376,0.531445104,0.531445104,0.531445104,0.531445104,0.531445104
atp13a2,0.987361048,0.987361048,0.987361048,0.992740286,0.987361048,0.987361048,0.987361048,0.987361048,0.987361048
tmem240a,0.996118012,0.996118012,0.9969674,0.996118012,0.996118012,0.996118012,0.996118012,0.996118012,0.996118012
mlh3,0.976708075,0.976708075,0.978224456,0.976708075,0.976708075,0.976708075,0.976708075,0.976708075,0.976708075
kansl2,0.991281274,0.991281274,0.991281274,0.991281274,0.991459627,0.991281274,0.991281274,0.991281274,0.991281274
nckap5l,0.967592593,0.967592593,0.967592593,0.967592593,0.967592593,0.967592593,0.970496894,0.967592593,0.967592593
ctdsp2,0.597222222,0.597222222,0.597222222,0.597222222,0.597222222,0.597222222,0.632286996,0.597222222,0.597222222
sdf4,0.839285714,0.839285714,0.860514695,0.839285714,0.839285714,0.839285714,0.839285714,0.839285714,0.839285714
c1qtnf12,0.892949596,0.892949596,0.892949596,0.984662577,0.892949596,0.892949596,0.892949596,0.892949596,0.892949596
olfml3a,0.999223602,0.999079755,0.999079755,0.999079755,0.999079755,0.999079755,0.999079755,0.999079755,0.999079755
syt6a,0.947687642,0.947687642,0.947687642,0.947687642,0.985248447,0.947687642,0.947687642,0.947687642,0.947687642
klhl21,0.938664596,0.938664596,0.944931164,0.938664596,0.938664596,0.938664596,0.938664596,0.938664596,0.938664596
zbtb48,0.966194609,0.966194609,0.966194609,0.988241309,0.966194609,0.966194609,0.966194609,0.966194609,0.966194609
nol9,0.802345059,0.802345059,0.802345059,0.914417178,0.802345059,0.802345059,0.802345059,0.802345059,0.802345059
casp9,0.951388889,0.951388889,0.951388889,0.951388889,0.951388889,0.951388889,0.960403727,0.951388889,0.951388889
arhgap4a,0.998629511,0.998629511,0.998629511,0.999223602,0.998629511,0.998629511,0.998629511,0.998629511,0.998629511
avpr2aa,1,1,1,1,1,1,1,1,1
CR847803.1,1,1,1,1,1,1,1,1,1
idh3g,0.803715547,0.803715547,0.803715547,0.898148148,0.803715547,0.803715547,0.803715547,0.803715547,0.803715547
fam3a,0.843459723,0.843459723,0.843459723,0.905092593,0.843459723,0.843459723,0.843459723,0.843459723,0.843459723
si:dkey-151g10.3,0.993012422,0.993012422,0.993055556,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422
erbb3b,0.998748436,0.999182004,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
pa2g4b,0.142683113,0.142683113,0.142683113,0.523006135,0.142683113,0.142683113,0.142683113,0.142683113,0.142683113
si:dkey-151g10.6,0,0,0,0,0,0,0,0,0
esyt1a,0.991239049,0.99378882,0.991239049,0.991239049,0.991239049,0.991239049,0.991239049,0.991239049,0.991239049
fmnl3,0.971372012,0.971372012,0.971372012,0.979820628,0.971372012,0.971372012,0.971372012,0.971372012,0.971372012
lrp1ab,0.964824121,0.964824121,0.964824121,0.979037267,0.964824121,0.964824121,0.964824121,0.964824121,0.964824121
rbms2b,0.898279275,0.898279275,0.898279275,0.959627329,0.898279275,0.898279275,0.898279275,0.898279275,0.898279275
si:dkey-21c19.3,0.939850769,0.939850769,0.939850769,0.976891616,0.939850769,0.939850769,0.939850769,0.939850769,0.939850769
fitm2,0.971981118,0.971981118,0.971981118,0.983729662,0.971981118,0.971981118,0.971981118,0.971981118,0.971981118
r3hdml,0.993756662,0.993756662,0.993756662,0.998447205,0.993756662,0.993756662,0.993756662,0.993756662,0.993756662
hnf4a,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.998223801,0.997757848,0.997757848,0.997757848
CR318614.1,1,1,1,1,1,1,1,1,1
ttpal,0.841614907,0.841614907,0.927975739,0.841614907,0.841614907,0.841614907,0.841614907,0.841614907,0.841614907
pkig,0.870717222,0.870717222,0.870717222,0.935559006,0.870717222,0.870717222,0.870717222,0.870717222,0.870717222
ada,0.875666075,0.875666075,0.875666075,0.875666075,0.875666075,0.875666075,0.875666075,0.875666075,0.938673342
ccn5,1,1,1,1,1,1,1,1,1
si:dkey-78k11.9,0.997715852,0.997715852,0.997715852,0.998748436,0.997715852,0.997715852,0.997715852,0.997715852,0.997715852
pfkfb1,0.97715852,0.97715852,0.97715852,0.997757848,0.97715852,0.97715852,0.97715852,0.97715852,0.97715852
itih6,0.999620925,0.999620925,0.999620925,0.999620925,1,0.999620925,0.999620925,0.999620925,0.999620925
gdi1,0.369565217,0.369565217,0.681956027,0.369565217,0.369565217,0.369565217,0.369565217,0.369565217,0.369565217
atp6ap1b,0.907872697,0.907872697,0.907872697,0.946188341,0.907872697,0.907872697,0.907872697,0.907872697,0.907872697
rca2.1,0.81705151,0.81705151,0.81705151,0.81705151,0.81705151,0.81705151,0.81705151,0.81705151,0.829968944
si:dkey-78k11.4,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
rca2.2,0.998447205,0.998447205,0.999390894,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205
ptpn22,1,1,1,1,1,1,1,1,1
RSBN1,0.928886859,0.928886859,0.928886859,0.965838509,0.928886859,0.928886859,0.928886859,0.928886859,0.928886859
MAGI3,0.98873592,0.99103139,0.98873592,0.98873592,0.98873592,0.98873592,0.98873592,0.98873592,0.98873592
si:ch73-206d17.1,0.999695447,0.999182004,0.999182004,0.999182004,0.999182004,0.999182004,0.999182004,0.999182004,0.999182004
si:dkey-205h13.1,0.910313901,0.910313901,0.910313901,0.910313901,0.910313901,0.925925926,0.910313901,0.910313901,0.910313901
si:dkey-205h13.2,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.998972251,0.997757848,0.997757848,0.997757848
hspg2,0.984304933,0.984304933,0.984304933,0.984304933,0.984304933,0.987513324,0.984304933,0.984304933,0.984304933
zgc:158263,0.99103139,0.99103139,0.99103139,0.99103139,0.99103139,0.996954469,0.99103139,0.99103139,0.99103139
galnt6,0.984924623,0.984924623,0.984924623,0.995398773,0.984924623,0.984924623,0.984924623,0.984924623,0.984924623
adcy6b,0.988425926,0.988425926,0.988425926,0.988425926,0.988425926,0.988425926,0.995341615,0.988425926,0.988425926
cacnb3b,0.995341615,0.995341615,0.997685185,0.995341615,0.995341615,0.995341615,0.995341615,0.995341615,0.995341615
CU862020.1,1,1,1,1,1,1,1,1,1
rnd1b,0.787421958,0.787421958,0.787421958,0.810083397,0.787421958,0.787421958,0.787421958,0.787421958,0.787421958
ptges3a,0.351606517,0.351606517,0.351606517,0.426783479,0.351606517,0.351606517,0.351606517,0.351606517,0.351606517
mipa,0.928660826,0.937307297,0.928660826,0.928660826,0.928660826,0.928660826,0.928660826,0.928660826,0.928660826
stat6,0.996193087,0.996193087,0.996193087,0.997757848,0.996193087,0.996193087,0.996193087,0.996193087,0.996193087
si:dkey-157g16.6,0.996802193,0.996802193,0.996802193,0.997670807,0.996802193,0.996802193,0.996802193,0.996802193,0.996802193
scn8aa,0.920807453,0.920807453,0.982183472,0.920807453,0.920807453,0.920807453,0.920807453,0.920807453,0.920807453
tmprss12,1,1,1,1,1,1,1,1,1
si:dkey-9p24.5,1,1,1,1,1,1,1,1,1
dip2ba,0.899103139,0.899103139,0.899103139,0.899103139,0.899103139,0.936043856,0.899103139,0.899103139,0.899103139
atf7a,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.994518045,0.993055556,0.993055556
asb8,0.75931677,0.75931677,0.828703704,0.75931677,0.75931677,0.75931677,0.75931677,0.75931677,0.75931677
larp4aa,0.991777067,0.991777067,0.991777067,0.992895204,0.991777067,0.991777067,0.991777067,0.991777067,0.991777067
pfkma,0.998934064,0.998934064,0.998934064,0.999486125,0.998934064,0.998934064,0.998934064,0.998934064,0.998934064
si:ch211-156j22.4,0.892035937,0.869325153,0.869325153,0.869325153,0.869325153,0.869325153,0.869325153,0.869325153,0.869325153
phf8,0.920968479,0.920968479,0.920968479,0.923136646,0.920968479,0.920968479,0.920968479,0.920968479,0.920968479
